Timestamp,Algorithm,Seed,Mean Reward,Std Reward,Training Time,learning_rate,gamma,buffer_size,batch_size,train_freq,target_update_interval,exploration_fraction,exploration_final_eps,n_steps,vf_coef,ent_coef,n_epochs
2024-04-16 22:44:03,DQN,916,-770.2,120.11228080425415,369.4259030818939,0.0033567678676336837,0.9993643485653999,6223.0,134.0,15.0,899.0,0.3966840591480166,0.08123379260525836,,,,
2024-04-16 22:48:59,DQN,316,-778.0,147.1910323355333,294.87192845344543,0.0001736408931076694,0.9325126268291076,7078.0,46.0,99.0,1976.0,0.34294617257212706,0.09026551907139138,,,,
2024-04-16 22:51:18,DQN,105,170.8,71.93163420915724,138.43665027618408,0.00041515887598545713,0.9606198295464566,5387.0,95.0,56.0,1249.0,0.4454298599598871,0.09946647105961892,,,,
2024-04-16 22:53:47,DQN,493,346.4,38.202617711355856,148.9722065925598,0.0022975712387253416,0.9774416699588145,7697.0,60.0,32.0,602.0,0.28711150892413806,0.07710831956128035,,,,
2024-04-16 22:56:33,DQN,853,168.2,21.93080025899648,165.43621444702148,0.0025357060976558053,0.9753896855961306,7885.0,52.0,11.0,575.0,0.29575485579795746,0.06001168495447724,,,,
2024-04-16 23:00:20,DQN,198,-140.6,151.95736244091628,225.99000787734985,0.002834636753789199,0.9818573465427551,8178.0,63.0,27.0,963.0,0.39751582793722134,0.07528709552807857,,,,
2024-04-16 23:02:46,DQN,84,70.6,19.10601999370879,144.71645379066467,0.006514780666731348,0.8873666218065338,6381.0,98.0,36.0,379.0,0.2715386630493097,0.06377283058902103,,,,
2024-04-16 23:06:19,DQN,810,161.8,93.78997814265658,212.4069397449493,0.0015571212408217025,0.9551096338302562,7668.0,32.0,7.0,3152.0,0.4520798235221703,0.09183573901000545,,,,
2024-04-16 23:09:17,DQN,320,69.4,178.36098228031827,177.74412751197815,0.0007000138571045349,0.9243929184158771,5594.0,65.0,19.0,1452.0,0.20561347297822175,0.08808710748368051,,,,
2024-04-16 23:13:09,DQN,543,-238.6,549.3041416191944,231.5492262840271,2.457517177131308e-05,0.947084911121252,7377.0,176.0,44.0,120.0,0.3285359724110431,0.07941107635580694,,,,
2024-04-16 23:17:26,DQN,54,-284.2,173.07732376021994,256.3732395172119,0.00011462669524933338,0.9677064881138457,7214.0,199.0,38.0,1822.0,0.3461556841201277,0.08444141108041468,,,,
2024-04-16 23:21:47,DQN,910,-382.0,160.32841295291362,260.3706293106079,0.0005797799013816829,0.9855500146824125,6854.0,130.0,31.0,833.0,0.3802675309424087,0.09446821649365358,,,,
2024-04-16 23:27:34,DQN,180,-892.6,2.576819745345025,345.97938418388367,1.018222526082034e-05,0.9355175840340954,7478.0,169.0,63.0,626.0,0.26285358876660464,0.08572965234942301,,,,
2024-04-16 23:30:07,DQN,782,249.0,37.5339846006256,152.6939582824707,0.00025792713116570967,0.9872806825252696,7829.0,148.0,40.0,2309.0,0.3087917982476207,0.0942781719844647,,,,
2024-04-16 23:32:30,DQN,507,173.4,31.689745975630665,141.94545722007751,0.0016244656832468639,0.8922178502936867,8194.0,100.0,51.0,1296.0,0.28231757810694513,0.07642772672167193,,,,
2024-04-16 23:37:52,DQN,174,-709.2,148.36495543085638,321.82603549957275,0.007013316488366346,0.9648526886793655,6532.0,221.0,76.0,1059.0,0.4067048948280144,0.06616055396252386,,,,
2024-04-16 23:40:51,DQN,228,298.8,63.0441115410472,177.4309241771698,0.0009738680559858253,0.8130173247340515,7317.0,191.0,31.0,1820.0,0.22823140159817207,0.08411867698237455,,,,
2024-04-16 23:53:36,DQN,201,254.2,77.94716159040046,765.1041402816772,0.001139799860261072,0.8368673390855735,6892.0,190.0,2.0,2625.0,0.2427764907278401,0.09476287471986157,,,,
2024-04-16 23:58:27,DQN,604,-604.8,122.60081565797184,290.09004521369934,0.0008013756551195571,0.8207762666990488,8377.0,231.0,81.0,688.0,0.2067193964434848,0.08612503013915834,,,,
2024-04-17 00:01:24,DQN,941,35.4,96.08038301339144,176.081636428833,0.0004874088731421959,0.8644444220829761,7257.0,165.0,30.0,1726.0,0.1703017123572558,0.08335802083350315,,,,
2024-04-17 00:06:36,DQN,111,-624.2,321.4233345605138,311.502872467041,0.00037028450588501565,0.8076667120563241,7556.0,205.0,59.0,1480.0,0.2453808319787725,0.08973551946683672,,,,
2024-04-17 00:10:03,DQN,681,385.8,18.00444389588304,206.57917594909668,0.0021750090232207486,0.9107532336875663,7186.0,211.0,19.0,2280.0,0.3731436496825346,0.07417941092083968,,,,
2024-04-17 00:15:45,DQN,112,92.0,360.7730588611073,340.71193861961365,0.0021189613484233353,0.9123946927523799,7655.0,207.0,8.0,2928.0,0.3672445063064184,0.07552838354008079,,,,
2024-04-17 00:18:57,DQN,178,138.8,20.5367962447895,191.9123752117157,0.00431213297692004,0.9243861110552188,7099.0,211.0,21.0,2384.0,0.45274366215574136,0.06769880437222722,,,,
2024-04-17 00:23:13,DQN,588,126.8,189.06654913019383,254.88477754592896,0.001042736615582399,0.8995930812943608,6560.0,181.0,13.0,3736.0,0.18065920674516162,0.05374722187218023,,,,
2024-04-17 00:26:21,DQN,629,209.6,33.25417267050858,187.7367525100708,0.0017920115928750878,0.8632412425494662,8036.0,189.0,20.0,412.0,0.11329708643250644,0.09635111728839249,,,,
2024-04-17 00:30:14,DQN,663,129.8,286.4621440958648,231.5827991962433,0.0013117124355786819,0.847616680712119,6743.0,232.0,27.0,2095.0,0.14891464798371773,0.04630500802638371,,,,
2024-04-17 00:32:35,DQN,384,177.0,75.96314896053217,140.86340928077698,0.004208299493123833,0.883532717355563,7394.0,84.0,41.0,4655.0,0.22391902631909685,0.07358455333317675,,,,
2024-04-17 00:35:08,DQN,607,128.8,43.296189208751386,152.17811965942383,0.0008392455003578276,0.9022278354268397,9092.0,141.0,33.0,1606.0,0.4188939274529487,0.03116816008262322,,,,
2024-04-17 00:38:44,DQN,897,24.4,159.62531127612564,215.40022087097168,2.1101945964725416e-05,0.9489054324231878,7217.0,173.0,28.0,1902.0,0.35030884101396453,0.0807284348074996,,,,
2024-04-17 00:41:27,DQN,494,380.4,32.481379281058864,162.5832278728485,1.4176787103804783e-05,0.9356598932842737,7725.0,153.0,35.0,2457.0,0.32976279193912783,0.07786501451268155,,,,
2024-04-17 00:45:33,DQN,390,-68.0,268.2856686444507,244.68589901924133,1.3683808540534514e-05,0.9287770991213363,7700.0,127.0,17.0,2420.0,0.38334299891027096,0.06251223542235644,,,,
2024-04-17 00:48:00,DQN,238,172.2,5.912698199637792,146.80633664131165,0.002247987840938172,0.9179169765110325,7006.0,160.0,48.0,2705.0,0.3181798026055036,0.07047317064984021,,,,
2024-04-17 00:51:45,DQN,253,-25.0,265.7525164509266,223.68563675880432,5.489419333327866e-05,0.9563241973827113,8408.0,149.0,24.0,2964.0,0.36958064264809487,0.0775687251387457,,,,
2024-04-17 00:54:34,DQN,741,359.8,5.741080037762929,168.73665571212769,1.6381599881085227e-05,0.9422384338634491,7433.0,184.0,34.0,2126.0,0.29040586187382234,0.09106919221554935,,,,
2024-04-17 00:58:56,DQN,947,-290.2,221.0578204904771,261.4406943321228,0.00029763777067702866,0.9070574502536454,8062.0,214.0,34.0,2195.0,0.28090828608545315,0.09249708570234492,,,,
2024-04-17 01:01:46,DQN,827,156.8,116.84759304324588,168.86835765838623,0.00018268883218581976,0.939238639277868,7792.0,186.0,41.0,2477.0,0.2986065229920642,0.08763336599834182,,,,
2024-04-17 01:04:54,DQN,645,356.6,40.96144528700128,187.62699103355408,0.0035652254214874396,0.9263005483200041,7385.0,201.0,23.0,2022.0,0.33501622231595296,0.08321821481389709,,,,
2024-04-17 01:09:26,DQN,136,276.0,100.20379234340383,271.80179738998413,0.005582947555429532,0.9277820711596986,7509.0,201.0,10.0,3145.0,0.340732088577675,0.07332097198155078,,,,
2024-04-17 01:12:36,DQN,340,223.0,56.82605036424756,188.93737077713013,0.0031204635048776,0.9181048757802177,7419.0,228.0,24.0,2168.0,0.31583636885155136,0.08441664393939216,,,,
2024-04-17 01:15:25,DQN,754,252.8,41.93518808828691,168.36544609069824,0.00424191150860714,0.9704858960583252,7163.0,195.0,32.0,1976.0,0.3542461572613019,0.07856958043045087,,,,
2024-04-17 01:19:19,DQN,809,266.8,170.5161575921766,233.19747161865237,0.0013578387493363181,0.9344837207035769,7959.0,217.0,16.0,1713.0,0.332565676505177,0.09101943485764126,,,,
2024-04-17 01:27:03,DQN,489,-768.6,120.80827786207368,463.4568631649017,0.008948089085485484,0.9584803194772405,7360.0,113.0,5.0,2507.0,0.261341459714065,0.08278935888322322,,,,
2024-04-17 01:29:57,DQN,172,92.8,15.66397139936102,172.69493579864502,1.5119915519793452e-05,0.9485831761731078,7609.0,244.0,36.0,3436.0,0.2896253313055573,0.08795386122722848,,,,
2024-04-17 01:32:17,DQN,306,129.4,24.88855158501595,139.26712369918823,0.0021235135903841236,0.9113705045968826,6981.0,58.0,28.0,2805.0,0.3757157578915672,0.06840516008777915,,,,
2024-04-17 01:34:40,DQN,605,174.0,60.63332417078912,142.89074277877808,0.0005663267816565127,0.8954351673281481,7273.0,41.0,22.0,2019.0,0.3075332293136372,0.082068390636865,,,,
2024-04-17 01:38:48,DQN,365,-280.4,281.50992877694387,247.690593957901,2.2779165897685993e-05,0.9371610165288695,9999.0,72.0,13.0,2270.0,0.22777258194452044,0.09678311119453371,,,,
2024-04-17 01:44:32,DQN,245,-924.2,2.638181191654584,342.6315968036652,0.0034289369024014587,0.9236256328218094,6639.0,87.0,30.0,1816.0,0.39195911321385724,0.07306779241762175,,,,
2024-04-17 01:49:01,DQN,990,-421.8,143.13685758741525,268.1390588283539,9.961102337085274e-05,0.8002441509330066,7744.0,195.0,38.0,278.0,0.278896352994661,0.07823695754368565,,,,
2024-04-17 01:51:32,DQN,215,296.2,25.949181104612915,151.06006956100464,3.089118611774238e-05,0.9423640588474651,6412.0,178.0,53.0,1076.0,0.35727699581052147,0.0969103933845282,,,,
2024-04-17 01:54:21,DQN,219,215.2,162.7358596007653,168.31960320472717,2.698875822559099e-05,0.9429232995351606,6049.0,183.0,47.0,1019.0,0.35835488014621014,0.09958506886643431,,,,
2024-04-17 01:57:26,DQN,711,203.6,319.4830824942066,183.6206018924713,1.8591485387150204e-05,0.9518811884123013,6384.0,167.0,43.0,754.0,0.33624018328615646,0.09225573759749678,,,,
2024-04-17 01:59:56,DQN,91,303.4,56.09135405746593,149.9586262702942,1.2333885025506623e-05,0.9910277783160529,5726.0,176.0,55.0,1425.0,0.32475736343842,0.09579616498387031,,,,
2024-04-17 02:02:19,DQN,699,194.4,19.724096937502612,142.10413885116577,1.1996640120083538e-05,0.9891863734372413,5037.0,158.0,62.0,1459.0,0.32188148090338964,0.08638056883632773,,,,
2024-04-17 02:06:13,DQN,773,244.6,197.09348035894035,233.5097255706787,4.086156551119968e-05,0.9790734476009127,5476.0,204.0,18.0,1621.0,0.29872535448362253,0.09449808348622064,,,,
2024-04-17 02:09:02,DQN,719,400.2,7.493997598078077,167.93196773529053,0.000887472390578736,0.9989259425597089,7536.0,139.0,26.0,1342.0,0.4048652646408807,0.09038578825082164,,,,
2024-04-17 02:14:26,DQN,663,-768.4,119.21006668901752,323.27451372146606,1.0815480671221148e-05,0.9989065244496971,5745.0,140.0,68.0,1311.0,0.4108096867952622,0.08980696336116373,,,,
2024-04-17 02:17:00,DQN,88,106.6,47.242353878696605,153.79761600494385,1.6927258081250285e-05,0.9953786168832838,7881.0,102.0,22.0,539.0,0.4337218761095886,0.05724133681315664,,,,
2024-04-17 02:20:34,DQN,390,-143.8,197.8912832845348,213.19293999671936,0.001809423843904313,0.9847610983879623,8483.0,135.0,25.0,1155.0,0.4020414209492948,0.09294614530483114,,,,
2024-04-17 02:23:08,DQN,123,332.8,2.227105745132009,153.34340476989746,0.0009351219100231176,0.9900862009767601,7603.0,122.0,34.0,1384.0,0.39044304134974006,0.0879377951321465,,,,
2024-04-17 02:27:36,DQN,472,-665.4,2.0591260281974,267.8609585762024,0.0026852526269485083,0.9925913755078879,5252.0,117.0,49.0,881.0,0.43552898197668855,0.08865487931313787,,,,
2024-04-17 02:31:46,DQN,315,-350.4,291.761957766944,249.1232464313507,0.0009126912848732375,0.9763768729628807,7558.0,93.0,38.0,1400.0,0.38867062199315966,0.09593194606652221,,,,
2024-04-17 02:35:41,DQN,578,-64.4,294.1663474974661,233.9890508651733,0.0005562360080828471,0.9920502233960192,8116.0,122.0,34.0,1119.0,0.30727898055570163,0.08069045425564288,,,,
2024-04-17 02:38:09,DQN,702,75.0,17.332051234634633,147.96398162841797,0.0003791347892287323,0.9834335312006219,8298.0,109.0,28.0,714.0,0.36710583947726566,0.0861174923460634,,,,
2024-04-17 02:40:41,DQN,168,247.6,69.75557325404185,151.17476177215576,0.0014091621546323506,0.9651184118970052,7970.0,150.0,43.0,963.0,0.27086756753299734,0.09020196936477082,,,,
2024-04-17 02:43:31,DQN,928,152.8,176.61415571805108,169.15193057060242,0.0006955278218152226,0.9737501822106609,7488.0,127.0,57.0,2358.0,0.3281598363273585,0.09883507925709789,,,,
2024-04-17 02:51:13,DQN,330,367.2,117.73597581028494,461.2341866493225,0.0010836748269704862,0.9802190448200193,7790.0,154.0,3.0,1373.0,0.343605775697292,0.09359548967866674,,,,
2024-04-17 02:56:47,DQN,775,330.6,118.20592201746916,333.1819748878479,0.001112024615775269,0.9803335817660634,7778.0,154.0,5.0,2581.0,0.3764766205166165,0.07485703981025729,,,,
2024-04-17 03:06:45,DQN,177,260.0,61.37426170635375,597.03431224823,0.0004858699461261922,0.9610350853298452,7107.0,138.0,2.0,1696.0,0.3986030994552598,0.09328744473278289,,,,
2024-04-17 03:12:31,DQN,762,205.0,90.78546139112804,345.2620153427124,0.0010519318281755482,0.9705614761661869,7759.0,164.0,5.0,2709.0,0.37364928360074806,0.0753872824473943,,,,
2024-04-17 03:16:46,DQN,824,254.6,97.68848448000408,254.84267616271973,0.0007909217513472376,0.9310983245257738,7625.0,146.0,8.0,2268.0,0.348696398949686,0.08282347243935237,,,,
2024-04-17 03:23:15,DQN,671,349.4,47.7895386041757,387.990380525589,0.0011588391891992154,0.9876268634373216,7339.0,157.0,4.0,2628.0,0.3799320686308347,0.06460417258387786,,,,
2024-04-17 03:34:31,DQN,265,346.6,52.17892294787235,675.3254284858704,0.0017252643464381228,0.9956380474872544,6759.0,71.0,1.0,1204.0,0.4233578351210305,0.06369720369258369,,,,
2024-04-17 03:45:36,DQN,105,282.8,54.84669543372691,664.7627663612366,0.0016937912493405025,0.9973908755354957,6754.0,67.0,1.0,2886.0,0.41520035883839734,0.06474710619420483,,,,
2024-04-17 03:48:37,DQN,135,380.4,62.11151262044742,179.9448437690735,0.002454405175326389,0.984380654058802,6883.0,51.0,9.0,2067.0,0.3417183459371922,0.061356697942241745,,,,
2024-04-17 03:53:42,DQN,746,-544.4,9.911609354691093,304.2015836238861,0.0035670347000409815,0.9872719139372563,6936.0,53.0,10.0,2136.0,0.3431643145935198,0.05007365523076971,,,,
2024-04-17 03:56:29,DQN,696,168.8,0.9797958971132712,166.7294783592224,0.0024309128351441,0.9152280114207256,6824.0,74.0,13.0,2037.0,0.426442472148183,0.058787387316965985,,,,
2024-04-17 04:00:48,DQN,192,375.0,21.93627133311402,257.8692572116852,0.0015417687675613842,0.9937039345079917,7175.0,42.0,3.0,3037.0,0.454955675890544,0.06153154238476959,,,,
2024-04-17 04:07:17,DQN,276,-768.8,119.41758664451396,388.374874830246,0.005193309762403065,0.999736247974674,7152.0,46.0,5.0,3029.0,0.4783638534590437,0.06924183171480258,,,,
2024-04-17 04:11:18,DQN,54,314.2,53.35691145484341,240.8454022407532,0.0020857134918838348,0.9823884009855616,7037.0,34.0,3.0,3293.0,0.4558263104730571,0.06094669534275825,,,,
2024-04-17 04:14:35,DQN,70,24.8,144.54120519768747,196.0225009918213,0.0014835965595912204,0.9948767913046417,7351.0,40.0,8.0,2627.0,0.44327998894173565,0.0664833485705685,,,,
2024-04-17 04:17:19,DQN,989,199.2,56.99614022019386,163.430828332901,0.0018982866903505934,0.9871355398446889,7290.0,58.0,12.0,1918.0,0.4927019803524463,0.06281166101186372,,,,
2024-04-17 04:21:44,DQN,836,224.8,67.78613427538113,264.4937655925751,0.0012031847674180492,0.9941685163033653,7420.0,70.0,4.0,3751.0,0.46967709533425217,0.05631745034206434,,,,
2024-04-17 04:24:24,DQN,170,403.0,81.95852609704497,159.20642066001892,0.0027472562404234945,0.9046976253559283,6640.0,46.0,15.0,2422.0,0.40719962161150025,0.052232089437065345,,,,
2024-04-17 04:26:56,DQN,876,93.4,0.4898979485566356,151.52279925346377,0.0030837673697503873,0.905759136742876,7146.0,50.0,15.0,2463.0,0.4085128380530316,0.049540168732153195,,,,
2024-04-17 04:31:50,DQN,168,374.4,44.78213929682234,292.8498604297638,0.003969109840294467,0.9228886457743498,6936.0,172.0,7.0,2773.0,0.33692246966321776,0.03962532354518204,,,,
2024-04-17 04:35:25,DQN,768,245.8,50.98391903335796,214.17255449295044,0.003771956201801332,0.9245042836424638,6584.0,80.0,7.0,2739.0,0.35942756589561137,0.040863296886957015,,,,
2024-04-17 04:38:56,DQN,473,150.2,173.45708402945093,210.70923471450809,0.0049725147481782675,0.9212485351401728,6231.0,170.0,20.0,3059.0,0.31396313438436957,0.031016249724212006,,,,
2024-04-17 04:42:19,DQN,340,-13.6,313.060122021314,202.6133472919464,0.006336051275536416,0.8926164292821297,6994.0,38.0,10.0,2813.0,0.33863504523121857,0.03342321081981796,,,,
2024-04-17 04:45:16,DQN,925,-38.6,184.04303844481595,176.3218958377838,0.0025855455813192903,0.910651291599936,7248.0,46.0,15.0,2364.0,0.3620726037373858,0.0375577252348127,,,,
2024-04-17 04:50:07,DQN,588,337.0,45.25925319755066,289.89095163345337,0.0029707831132201002,0.9143518857763997,6916.0,163.0,7.0,2556.0,0.33288284696941123,0.05362781566630749,,,,
2024-04-17 04:55:59,DQN,42,-501.2,275.879248947796,351.4804708957672,0.00020556725234629252,0.9286344466938578,6685.0,156.0,11.0,3276.0,0.3486397993375995,0.07096313701430744,,,,
2024-04-17 05:03:31,DQN,442,162.0,61.37752031485143,451.0896542072296,0.002003589128805155,0.934970163103073,6491.0,152.0,3.0,2214.0,0.3846446870895068,0.0585521306751568,,,,
2024-04-17 05:06:50,DQN,109,133.8,79.050363693028,198.82827281951904,0.00013333119922434396,0.9059921241117808,7443.0,172.0,18.0,2857.0,0.40272272647873525,0.05129983138389453,,,,
2024-04-17 05:11:15,DQN,732,189.6,56.00928494455183,264.0759994983673,0.0012329243201464253,0.9465512875305877,7072.0,184.0,9.0,2630.0,0.36654118523501483,0.024711410676280174,,,,
2024-04-17 05:17:27,DQN,647,341.0,80.5431561338392,371.7928693294525,0.0024175271404073607,0.9390258694651378,7201.0,211.0,6.0,2414.0,0.29174663494021424,0.04754499836120364,,,,
2024-04-17 05:20:41,DQN,971,86.2,15.6,192.86971712112427,0.004105024728121846,0.8987165336166754,7500.0,144.0,14.0,2076.0,0.3801873468438977,0.06093881134985572,,,,
2024-04-17 05:26:36,DQN,196,-768.4,119.2033556574646,354.398134469986,0.00804522438821615,0.9178975149577026,7284.0,160.0,25.0,1864.0,0.35274684062798634,0.010147596154296647,,,,
2024-04-17 05:30:55,DQN,606,81.2,168.22294730505703,258.85900020599365,0.00031591336660883175,0.8843038091979712,6929.0,193.0,17.0,2507.0,0.39392372408254145,0.040366951788668864,,,,
2024-04-17 05:40:12,DQN,946,358.6,53.78698727387509,555.8468883037567,0.001510077404069084,0.9771014859491114,6786.0,49.0,1.0,1240.0,0.41750979554425793,0.06681132233646517,,,,
2024-04-17 05:46:54,DQN,922,-682.6,253.64116385161145,401.2739841938019,0.0014678166051038215,0.9773150154224441,6805.0,55.0,3.0,1549.0,0.41482288838072345,0.0660351878250949,,,,
2024-04-17 05:51:30,DQN,53,200.4,182.1160069845592,274.9919798374176,0.0008160394730463118,0.953539543038055,7081.0,223.0,11.0,2223.0,0.4633059956327647,0.05565955634749074,,,,
2024-04-17 06:00:20,DQN,135,296.4,143.85214631697366,529.9935522079468,0.0015885026839347022,0.9713214965141654,6262.0,43.0,1.0,2680.0,0.31983721665334824,0.0674505496212644,,,,
2024-04-17 06:03:45,DQN,539,148.4,16.05739704933524,204.1125898361206,0.004672362685179366,0.9206703380619227,7363.0,32.0,4.0,2348.0,0.4340107870920159,0.07256000140586284,,,,
2024-04-17 06:08:50,DQN,228,-721.6,162.24746531148028,304.1955497264862,0.0028524151541797467,0.9312547245047859,6637.0,63.0,98.0,1263.0,0.3409705124175676,0.06485884402530001,,,,
2024-04-17 06:12:20,DQN,69,-1.6,276.19167257540545,208.92431950569156,0.0013019073373631736,0.9823020668593905,7652.0,48.0,7.0,2956.0,0.3841724523360437,0.05951565152146756,,,,
2024-04-17 06:15:31,DQN,283,185.8,56.61589882709627,190.64655184745789,0.0006588548135439686,0.9643616387675926,7876.0,201.0,22.0,1786.0,0.30603922375960996,0.044233035580157565,,,,
2024-04-17 06:19:59,DQN,646,185.4,43.0004651137636,267.2358272075653,0.003321521624374725,0.9672820086798575,6822.0,188.0,9.0,2141.0,0.374523309906016,0.06107656772829689,,,,
2024-04-17 06:41:57,DQN,991,345.8,76.6874174816182,1316.988723039627,0.002253593114175318,0.9256255528799899,7567.0,179.0,1.0,1991.0,0.3275601597916074,0.09766776671996182,,,,
2024-04-17 06:51:47,DQN,173,331.4,30.98128467317003,589.336122751236,0.001730304689929927,0.989996342611604,6709.0,54.0,1.0,1178.0,0.44579229621872624,0.06266471534722542,,,,
2024-04-17 06:55:02,DQN,399,304.2,45.86676356578912,195.09554290771484,0.0010639925310640538,0.9960302711657874,6454.0,44.0,6.0,964.0,0.42554565676738126,0.0640987880390183,,,,
2024-04-17 06:59:45,DQN,948,123.8,1.9390719429665315,281.6716272830963,0.00163772815927615,0.9868650600801192,6859.0,59.0,3.0,810.0,0.41095042098506224,0.06921586918297609,,,,
2024-04-17 07:04:09,DQN,542,291.6,69.35589376541839,263.44099950790405,0.0018683883246748746,0.9787680793900558,6976.0,91.0,5.0,1208.0,0.39471925530977026,0.0795719631195286,,,,
2024-04-17 07:13:36,DQN,941,184.4,93.58546895752568,566.6972002983093,0.0013904977742776386,0.9998133309275914,7204.0,51.0,1.0,1355.0,0.4231186965574768,0.0580185316010001,,,,
2024-04-17 07:16:51,DQN,953,339.4,220.2994325911894,193.94036030769348,0.00376199228427275,0.9920753364260667,6755.0,38.0,12.0,1600.0,0.4009289727929978,0.06751178671799019,,,,
2024-04-17 07:19:53,DQN,290,139.2,301.47530578805294,181.4162664413452,0.0009398740119750238,0.903163659902419,6564.0,77.0,26.0,1075.0,0.3674233095769089,0.07166719283013198,,,,
2024-04-17 07:23:04,DQN,171,229.0,30.469657037781044,189.92188096046448,0.002709247162504576,0.983735980552291,7051.0,63.0,8.0,2286.0,0.4421192852168412,0.062137266831906,,,,
2024-04-17 07:29:47,DQN,743,201.6,128.6865960385929,402.2758975028992,0.001185490181364091,0.9754495875692425,7496.0,169.0,4.0,2468.0,0.41591739432785935,0.09150864955818871,,,,
